url,has_gtag,has_meta_pixel,google_form_data_collection,meta_form_data_collection,form_data_collection,meta_form_data_configuration,rank,is_health,is_finance
1337x.to,False,False,False,False,False,False,5536,False,False
1337x.tw,False,False,False,False,False,False,58984,False,False
1337xx.to,False,False,False,False,False,False,29574,False,False
1337xxx.to,False,False,False,False,False,False,99738,False,False
1377x.is,False,False,False,False,False,False,129752,False,False
1377x.to,False,False,False,False,False,False,8118,False,False
139.com,False,False,False,False,False,False,31707,False,False
13cabs.com.au,True,True,True,True,True,True,345337,False,False
13tv.co.il,True,True,False,False,False,False,41864,False,False
140online.com,True,False,False,False,False,False,169785,False,False
14ers.com,True,False,False,False,False,False,264721,False,False
150mob.com,False,False,False,False,False,False,92330,False,False
16-25railcard.co.uk,False,False,False,False,False,False,411714,False,False
163.com,False,False,False,False,False,False,557,False,False
1688.com,False,False,False,False,False,False,2398,False,False
16personalities.com,True,False,False,False,False,False,5377,False,False
16pic.com,False,False,False,False,False,False,255414,False,False
17-minute-languages.net,False,False,False,False,False,False,771221,False,False
178.com,False,False,False,False,False,False,32231,False,False
17lands.com,False,False,False,False,False,False,389387,False,False
17track.net,True,False,False,False,False,False,5460,False,False
1800baskets.com,True,True,False,False,False,True,107897,False,False
1800contacts.com,True,True,False,False,False,False,39997,True,False
1800flowers.com,True,True,True,True,True,True,20137,False,False
1800petmeds.com,True,True,False,True,True,True,74613,False,False
1800wxbrief.com,True,False,False,False,False,False,284134,False,False
188channel.com,True,False,False,False,False,False,84448,False,False
189.cn,False,False,False,False,False,False,8988,False,False
18comic.vip,True,False,False,False,False,False,2697,False,False
18p.fun,False,False,False,False,False,False,65730,False,False
18shinwabank.co.jp,True,True,False,False,False,False,428622,False,True
1914-1918-online.net,False,False,False,False,False,False,324345,False,False
192.com,True,False,False,False,False,False,38421,False,False
19216811.uno,False,False,False,False,False,False,8379,False,False
192abc.com,True,False,False,False,False,False,604892,True,False
194964.com,False,False,False,False,False,False,19856,False,False
19fortyfive.com,True,False,False,False,False,False,80933,False,False
1aauto.com,True,True,False,True,True,True,48809,False,False
1c.ru,False,False,False,False,False,False,358,False,False
1cont.ru,True,False,False,False,False,False,63889,False,True
1cupis.ru,False,False,False,False,False,False,18519,False,False
1d4.us,False,False,False,False,False,False,431254,False,False
1doc3.com,True,False,False,False,False,False,68689,True,False
1dogwoof.com,True,False,False,False,False,False,454521,False,False
1fichier.com,False,False,False,False,False,False,15008,False,False
1geki.jp,True,False,False,False,False,False,9764,False,False
1golf.eu,False,False,False,False,False,False,330304,False,False
1hd.to,True,False,False,False,False,False,58699,False,False
1kuji.com,True,False,False,False,False,False,33158,False,False
1lib.sk,False,False,False,False,False,False,67629,False,False
1lordserial-0.xyz,False,False,False,False,False,False,682730,False,False
1mg.com,True,True,False,False,False,False,1535,True,False
1mot.net,True,False,False,False,False,False,189165,False,False
1net.jp,True,False,False,False,False,False,532140,False,False
1news.co.nz,True,True,False,False,False,False,17925,False,False
1password.com,True,False,False,False,False,False,2692,False,False
1plus1tv.ru,False,False,False,False,False,False,700570,False,False
1point02.jp,True,False,False,False,False,False,757886,False,False
1prospekte.de,True,False,False,False,False,False,771310,True,False
1sa.com.ua,True,False,False,False,False,False,80140,True,False
1st-art-gallery.com,False,False,False,False,False,False,226932,False,False
1st.com,True,False,True,False,True,False,321431,False,False
1stcentralinsurance.com,True,False,False,False,False,False,207233,False,True
1stdibs.com,True,True,False,False,False,True,18086,False,False
1stopbedrooms.com,True,True,True,True,True,True,164628,False,False
1stphorm.com,True,True,True,True,True,True,102359,True,False
1stplacespiritwear.com,True,True,False,True,True,True,321904,False,False
1stream.eu,True,False,False,False,False,False,54309,False,False
1tpe.net,True,False,False,False,False,False,173410,False,False
1tv.live,False,False,False,False,False,False,504019,False,False
1tv.ru,False,False,False,False,False,False,7416,False,False
1und1.de,False,False,False,False,False,False,12572,False,False
1win.com.ci,True,False,True,False,True,False,141666,False,False
1x-bet.in,True,False,False,False,False,False,247056,False,False
1x001.com,True,False,False,False,False,False,45568,False,False
1xbet.co.ke,False,False,False,False,False,False,71159,False,False
1xbet.com,False,False,False,False,False,False,15997,False,False
1xbet.kz,False,False,False,False,False,False,40675,False,False
1xbet.ng,False,False,False,False,False,False,126598,False,False
1xbet.ug,False,False,False,False,False,False,348350,False,False
1xslot.com,False,False,False,False,False,False,69719,False,False
1zu160.net,False,False,False,False,False,False,609131,False,False
20000-names.com,False,False,False,False,False,False,386247,False,False
20bet.com,False,True,False,False,False,False,38879,False,False
20min.ch,True,False,False,False,False,False,4999,False,False
20minutes.fr,False,False,False,False,False,False,4557,False,False
20minutos.es,False,False,False,False,False,False,1139,False,False
21-draw.com,True,True,False,True,True,True,314226,False,False
211.org,True,False,False,False,False,False,69859,False,False
211texas.org,True,False,False,False,False,False,578348,True,False
21vek.by,False,False,False,False,False,False,7809,False,False
220triathlon.com,True,False,False,False,False,False,285494,False,False
221616.com,True,True,False,True,True,True,69158,False,False
225225.jp,True,False,False,False,False,False,77611,False,True
2265.com,False,False,False,False,False,False,224951,False,False
22bet-top.com,True,True,False,False,False,False,541125,False,False
22bet.com,True,True,False,False,False,False,102214,False,False
22betpartners.com,True,False,False,False,False,False,150732,False,False
22onlinegames.com,False,False,False,False,False,False,19917,False,False
22pixx.xyz,False,False,False,False,False,False,298167,False,False
2345.com,False,False,False,False,False,False,13494,False,False
23andme.com,True,False,False,False,False,False,13795,False,False
23met.ru,True,False,False,False,False,False,203980,False,False
24-hd.com,True,False,False,False,False,False,9358,False,False
24-sportnews.com,False,False,False,False,False,False,274225,False,False
247backgammon.org,True,False,False,False,False,False,199890,False,False
247bridge.com,False,False,False,False,False,False,277560,False,False
247freecell.com,False,False,False,False,False,False,254447,False,False
247freepoker.com,False,False,False,False,False,False,216581,False,False
247games.com,True,False,False,False,False,False,97092,False,False
247hearts.com,False,False,False,False,False,False,235755,False,False
247mahjong.com,False,False,False,False,False,False,100374,False,False
247pool.com,False,False,False,False,False,False,658587,False,False
247solitaire.com,False,False,False,False,False,False,46788,False,False
247spidersolitaire.com,False,False,False,False,False,False,475980,False,False
247sports.com,False,False,False,False,False,False,4877,False,False
247sudoku.com,False,False,False,False,False,False,117480,False,False
24baby.nl,True,False,False,False,False,False,126466,True,False
24bus.com.ua,True,False,False,False,False,False,771412,False,False
24garten.de,True,False,False,False,False,False,253833,False,False
24h.com.vn,True,False,False,False,False,False,1346,False,False
24hourcampfire.com,True,False,False,False,False,False,91314,False,False
24hourfitness.com,True,True,True,True,True,True,50096,True,False
24mx.it,False,False,False,False,False,False,549100,False,False
24orebs.com,True,False,False,False,False,False,318800,False,False
24petconnect.com,True,False,False,False,False,False,59701,False,False
24petwatch.com,True,True,True,False,True,False,110384,False,False
24segons.es,True,False,False,False,False,False,489867,False,False
24smi.info,False,False,False,False,False,False,26712,False,False
24timezones.com,True,False,False,False,False,False,26473,False,False
24tr.ru,False,False,False,False,False,False,441822,False,False
24tv.ua,True,False,False,False,False,False,6556,False,False
24u.jp,True,False,False,False,False,False,528424,False,False
24ur.com,True,False,False,False,False,False,7737,False,False
24vita.de,True,False,False,False,False,False,159934,True,False
2525r.com,True,False,False,False,False,False,110488,False,False
25ans.jp,True,True,False,False,False,False,110161,False,False
26-2.ru,True,False,False,False,False,False,128565,False,True
263.net,False,False,False,False,False,False,18382,False,False
2689web.com,True,False,False,False,False,False,771441,False,False
2700chess.com,True,False,False,False,False,False,103679,False,False
27crags.com,True,False,False,False,False,False,390200,False,False
288sb.com,False,False,False,False,False,False,95368,False,False
29cm.co.kr,True,True,True,True,True,True,43826,False,False
2awarehouse.com,True,False,False,False,False,False,589212,False,False
2bike.rs,True,False,False,False,False,False,88930,False,False
2c2p.com,False,False,False,False,False,False,111296,False,False
2ch.hk,True,False,False,False,False,False,17586,False,False
2ch2.net,False,False,False,False,False,False,9347,False,False
2chblog.jp,False,False,False,False,False,False,81566,False,False
2chcopipe.com,True,False,False,False,False,False,169159,False,False
2dehands.be,True,False,False,False,False,False,6804,False,False
2dekansje.com,True,False,True,False,True,False,204704,False,False
2embed.cc,False,False,False,False,False,False,91752,False,False
2ememain.be,True,False,False,False,False,False,16215,False,False
2fast4buds.com,True,False,False,False,False,False,66619,True,False
2gis.az,True,False,False,False,False,False,508180,False,False
2gis.kg,True,False,False,False,False,False,139410,False,False
2gis.ru,True,False,False,False,False,False,4016,False,False
2kdb.net,True,False,False,False,False,False,87664,False,False
2kratings.com,True,False,False,False,False,False,67456,False,False
2minutetabletop.com,True,True,False,True,True,True,435266,False,False
2modern.com,True,True,True,True,True,True,224179,False,False
2movers.com,True,True,False,True,True,True,486281,False,False
2ndstreet.jp,True,True,True,True,True,True,59265,False,False
2ndswing.com,True,True,False,True,True,True,51879,False,False
2net.co.il,True,False,False,False,False,False,86062,False,False
2night.it,True,False,False,False,False,False,447230,False,False
2nt.com,False,False,False,False,False,False,41062,False,False
2sao.vn,True,True,False,False,False,False,71060,False,False
2u.com,False,False,False,False,False,False,64120,False,False
2y4t.com,True,False,False,False,False,False,687648,False,False
30.tv,False,False,False,False,False,False,946070,False,False
3000toys.com,True,True,False,True,True,True,378860,False,False
313presents.com,True,True,False,True,True,True,204603,False,False
31ice.co.jp,True,True,False,False,False,False,71462,False,False
32red.com,False,False,False,False,False,False,28501,False,False
33across.com,True,True,False,False,False,False,699,False,False
33bank.co.jp,True,False,True,False,True,False,581855,False,True
33m2.com.ua,True,True,False,True,True,True,771522,False,False
35awards.com,True,False,False,False,False,False,142288,False,False
35photo.pro,True,False,False,False,False,False,154271,False,False
360.cn,False,False,False,False,False,False,585,False,False
360imprimir.com.br,True,True,True,True,True,True,121030,False,False
360safe.com,False,False,False,False,False,False,717,False,False
360totalsecurity.com,True,False,True,False,True,False,13057,False,False
365chess.com,True,False,False,False,False,False,123625,False,False
365ofertas.com,True,False,False,False,False,False,84460,False,False
365scores.com,True,False,False,False,False,False,4440,False,False
366.ru,False,False,False,False,False,False,53403,True,False
36kr.com,False,False,False,False,False,False,15806,False,False
38-8931.com,True,True,False,True,True,True,499889,True,False
39.net,False,False,False,False,False,False,17055,True,False
3ammagazine.com,False,False,False,False,False,False,439261,False,False
3arena.ie,True,False,False,False,False,False,482461,False,False
3bmeteo.com,True,False,False,False,False,False,1453,False,False
3c.com,True,True,False,False,False,False,339960,False,False
3chi.com,True,False,False,False,False,False,131730,True,False
3d-galleru.ru,True,False,False,False,False,False,19283,False,False
3ddigitalvenue.com,True,False,False,False,False,False,272185,False,False
3djuegos.com,True,False,False,False,False,False,18655,False,False
3dlabprint.com,True,False,False,False,False,False,422421,False,False
3dmgame.com,False,False,False,False,False,False,20327,False,False
3dmodels.org,True,False,True,False,True,False,134948,False,True
3dnews.ru,True,False,False,False,False,False,15253,False,False
3downnation.com,True,False,False,False,False,False,327225,False,False
3dsecure.no,False,False,False,False,False,False,322844,False,False
3dsky.org,True,False,False,False,False,False,68493,False,False
3dtotal.com,True,True,False,True,True,True,113483,False,False
3du.tw,False,False,False,False,False,False,771618,False,False
3hentai.net,False,False,False,False,False,False,7421,False,False
3isk.biz,True,False,False,False,False,False,8958,False,False
3mcanada.ca,False,True,False,False,False,False,333190,False,False
3mcompany.jp,False,True,False,False,False,False,345850,False,False
3movs.com,True,False,False,False,False,False,6991,False,False
3oaks.com,False,False,False,False,False,False,37377,False,False
3pointdata.com,True,True,False,False,False,False,74615,True,False
3quarksdaily.com,True,False,False,False,False,False,299425,False,False
3r.org.uk,False,False,False,False,False,False,177899,True,False
3rail.nl,False,False,False,False,False,False,940355,False,False
3shape.com,True,False,False,False,False,False,20060,True,False
3tres3.com,True,False,False,False,False,False,400097,False,False
3txxx.com,False,False,False,False,False,False,45300,False,False
407etr.com,False,False,False,False,False,False,260368,False,False
40boxes.com,False,False,False,False,False,False,334612,False,False
411.com,True,False,False,False,False,False,207569,False,False
411.info,True,False,False,False,False,False,140581,False,False
420science.com,True,False,False,False,False,False,466332,False,False
42frases.com.br,True,False,False,False,False,False,69296,False,False
4399.com,False,False,False,False,False,False,19572,False,False
4860.jp,True,False,False,False,False,False,186863,False,False
489pro.com,True,True,False,True,True,True,67641,False,False
49ers.com,True,True,False,False,False,False,50215,False,False
49erswebzone.com,True,False,False,False,False,False,127442,False,False
49s.co.uk,True,False,False,False,False,False,68086,False,False
4anime.gg,True,False,False,False,False,False,60823,False,False
4book.org,True,False,False,False,False,False,134981,False,False
4brain.ru,True,False,False,False,False,False,265284,False,False
4camping.com.ua,True,False,False,False,False,False,515543,False,False
4chan.org,False,False,False,False,False,False,1239,False,False
4channel.org,False,False,False,False,False,False,64618,False,False
4ever.eu,True,True,False,False,False,False,735402,False,False
4for4.com,True,True,False,True,True,True,374487,False,False
4funbox.com,False,False,False,False,False,False,328550,False,False
4gamer.net,True,False,False,False,False,False,15407,False,False
4geo.ru,True,False,False,False,False,False,90254,False,False
4imprint.com,True,False,False,False,False,False,36760,False,False
4kdownload.com,True,False,False,False,False,False,23931,False,False
4kporn.xxx,True,False,False,False,False,False,6233,False,False
4lapy.ru,True,False,False,False,False,False,63647,False,False
4maos.com.br,True,True,False,False,False,False,545429,False,False
4murs.com,True,False,False,False,False,False,104101,False,False
4ocean.com,True,True,True,True,True,True,135782,False,False
4over.com,True,True,False,True,True,True,106998,False,False
4patriots.com,True,False,False,False,False,False,103291,False,False
4pda.to,True,False,False,False,False,False,6249,False,False
4px.com,False,False,False,False,False,False,99930,False,False
4read.org,True,False,False,False,False,False,170453,False,False
4shared.com,True,False,False,False,False,False,3343,False,False
4tochki.ru,True,False,False,False,False,False,94825,False,False
4tracking.net,True,False,False,False,False,False,81089,False,False
4travel.jp,True,True,False,True,True,True,40073,False,False
4x4community.co.za,True,False,False,False,False,False,135886,False,False
4zida.rs,True,True,False,True,True,True,74356,False,False
5-letter-words.com,True,False,False,False,False,False,335076,False,False
500.com,False,False,False,False,False,False,123278,False,False
500px.com,True,True,False,True,True,True,3388,False,False
506sports.com,False,False,False,False,False,False,649349,False,False
50factory.com,True,True,True,False,True,False,72090,False,False
50plus.ch,True,False,False,False,False,False,385379,False,False
50plusmobiel.nl,True,False,False,False,False,False,865076,False,False
51.ca,True,False,False,False,False,False,70678,False,True
511.org,True,False,False,False,False,False,170996,False,False
511on.ca,True,False,False,False,False,False,231822,False,False
511pa.com,True,False,False,False,False,False,166022,False,False
511tactical.com,True,True,False,False,False,True,32703,False,False
511virginia.org,True,False,False,False,False,False,219503,False,False
51240.com,False,False,False,False,False,False,511280,False,False
518.com.tw,True,True,False,False,False,False,63184,False,False
51cto.com,False,False,False,False,False,False,17486,False,False
51dongshi.com,False,False,False,False,False,False,248152,False,False
51fapiao.cn,False,False,False,False,False,False,134595,False,False
51job.com,False,False,False,False,False,False,10126,False,False
51pla.com,False,False,False,False,False,False,244616,False,False
51wheatsearch.com,False,False,False,False,False,False,168436,False,False
51yuansu.com,False,False,False,False,False,False,245893,False,False
52pojie.cn,False,False,False,False,False,False,41319,False,False
52shuku.vip,False,False,False,False,False,False,1605,False,False
53.com,True,True,True,False,True,False,13248,False,True
550909.com,True,True,True,True,True,True,1657,False,False
55content.com.br,True,True,False,False,False,True,114751,False,False
57hours.com,True,True,False,True,True,True,303069,False,False
58.com,False,False,False,False,False,False,10230,False,False
588ku.com,False,False,False,False,False,False,97925,False,False
58moto.com,False,False,False,False,False,False,356664,False,False
58pic.com,False,False,False,False,False,False,91044,False,False
591.com.tw,True,False,False,False,False,False,33425,False,False
5931bus.com,True,False,False,False,False,False,457731,False,False
5bestincity.com,True,True,False,False,False,False,771841,False,False
5ch.net,True,False,False,False,False,False,6582,False,False
5e.tools,True,False,False,False,False,False,53053,False,False
5element.by,False,False,False,False,False,False,20365,False,False
5ingredients15minutes.com,True,True,False,False,False,True,183884,False,False
5ktoys.com,True,False,False,False,False,False,649609,False,False
5lovelanguages.com,True,False,False,False,False,False,35966,False,False
5paisa.com,True,True,False,False,False,False,18779,False,True
5play.org,True,False,False,False,False,False,19754,False,False
5ymail.com,True,False,False,False,False,False,320727,False,False
60millions-mag.com,True,False,False,False,False,False,139851,False,False
64online.jp,False,False,False,False,False,False,771887,False,False
654trk.com,False,False,False,False,False,False,707718,False,False
66law.cn,False,False,False,False,False,False,33829,False,False
6mal5.com,True,False,False,False,False,False,189092,False,False
6mbr.com,False,False,False,False,False,False,110977,False,False
7-11.com.tw,True,False,False,False,False,False,18525,False,False
7-eleven.com,True,False,False,False,False,False,24821,False,False
720pier.ru,False,False,False,False,False,False,489915,False,False
74.ru,True,False,False,False,False,False,17993,False,False
750g.com,True,False,False,False,False,False,20589,False,False
777.in,False,False,False,False,False,False,305286,False,False
77711.eu,False,False,False,False,False,False,408271,False,False
77diamonds.com,True,True,False,True,True,True,308441,False,False
77file.com,True,False,False,False,False,False,602232,False,False
78500.cn,False,False,False,False,False,False,489928,False,False
79url.com,True,False,False,False,False,False,918354,False,False
7cups.com,True,False,False,False,False,False,63082,True,False
7dach.ru,True,False,False,False,False,False,60653,False,False
7eminar.ua,True,True,False,True,True,True,641577,False,True
7littlewordsanswers.com,True,False,False,False,False,False,253635,False,False
7mind.de,False,False,False,False,False,False,267972,True,False
7msport.com,True,False,False,False,False,False,43045,False,False
7mth.com,True,False,False,False,False,False,200148,False,False
7mvn2.com,True,False,False,False,False,False,119066,False,False
7sage.com,True,False,True,False,True,False,51074,False,False
7semyan.ru,True,False,False,False,False,False,622557,False,False
7shifts.com,True,True,True,True,True,True,26544,False,False
7ticket.jp,True,False,False,False,False,False,75950,False,False
7tiv.net,False,False,False,False,False,False,117484,False,False
7ya.ru,True,False,False,False,False,False,42516,True,False
80000hours.org,True,True,True,True,True,True,90972,False,False
800best.com,False,False,False,False,False,False,94359,False,False
80percentarms.com,True,False,False,False,False,False,429055,False,False
8122.jp,True,True,True,False,True,False,80704,False,False
812trk.com,False,False,False,False,False,False,760622,False,False
8190.jp,True,True,True,False,True,False,174474,False,False
8264.com,False,False,False,False,False,False,219482,False,False
82cook.com,True,False,False,False,False,False,22948,False,False
860wacb.com,True,False,False,False,False,False,772087,False,False
888casino.com,True,False,False,False,False,False,29148,False,False
888casino.it,True,False,False,False,False,False,56912,False,False
888ladies.com,False,False,False,False,False,False,203874,False,False
888poker.com,True,False,False,False,False,False,49511,False,False
888poker.es,True,False,False,False,False,False,399706,False,False
888poker.it,True,False,False,False,False,False,629660,False,False
888scoreonline.net,False,False,False,False,False,False,9249,False,False
8891.com.tw,True,False,True,False,True,False,61523,False,False
88kanqiu.me,True,False,False,False,False,False,108269,False,False
89dream.jp,True,False,False,False,False,False,294055,False,False
8a.nu,True,False,False,False,False,False,315538,False,False
8a.si,True,True,True,True,True,True,772132,False,False
8ballpool.com,True,False,False,False,False,False,8004,False,False
8card.net,True,False,False,False,False,False,173812,False,False
8coins.ru,False,False,False,False,False,False,686557,False,False
8next.com,True,False,False,False,False,False,137724,False,False
8points9seconds.com,True,True,False,True,True,True,475942,False,False
905trk.com,False,False,False,False,False,False,509939,False,False
90min.com,True,True,False,True,True,True,14370,False,False
90min.de,True,True,False,True,True,True,68960,False,False
90minut.pl,True,False,False,False,False,False,9211,False,False
9111.ru,True,False,False,False,False,False,44241,False,False
911drivingschool.com,True,False,False,False,False,False,958911,False,False
911memorial.org,True,True,False,True,True,True,38350,False,False
911metallurgist.com,False,False,False,False,False,False,378629,False,False
919g.co.jp,True,True,True,True,True,True,772211,False,False
919yq.net,False,False,False,False,False,False,78530,False,False
91app.com,True,True,False,True,True,True,62200,False,False
91expresslanes.com,True,False,False,False,False,False,649015,False,False
91huayi.com,False,False,False,False,False,False,309759,True,False
91miaoshou.com,True,False,False,False,False,False,166968,False,False
91mobiles.com,True,True,False,True,True,True,6801,False,False
91wheels.com,True,True,False,True,True,True,22141,False,False
925-1000.com,False,False,False,False,False,False,367285,False,False
9292.nl,False,False,False,False,False,False,30716,False,False
92ny.org,True,True,False,True,True,True,346478,False,False
976-tuna.com,True,False,False,False,False,False,529698,False,False
985thesportshub.com,True,False,False,False,False,False,246770,False,False
988lifeline.org,False,False,False,False,False,False,8630,True,False
98zhibo.com,False,False,False,False,False,False,884119,False,False
99.co,True,True,False,True,True,True,35788,False,False
99885.net,False,False,False,False,False,False,903690,False,False
999.md,True,True,False,True,True,True,2421,False,False
99acres.com,True,True,False,False,False,True,7999,False,False
99app.com,True,False,False,False,False,False,67237,False,False
99bikes.com.au,True,True,False,True,True,True,131722,False,False
99designs.com,True,True,False,True,True,True,12959,False,False
99frases.com.br,True,False,False,False,False,False,890362,False,False
99images.com,True,False,False,False,False,False,878128,False,False
99percentinvisible.org,True,False,False,False,False,False,36361,False,False
9anime.se,True,False,False,False,False,False,58657,False,False
9animetv.to,True,False,False,False,False,False,1476,False,False
9db.jp,True,False,False,False,False,False,22255,False,False
9f.com,True,False,False,False,False,False,7484,False,False
9gag.com,True,True,False,True,True,True,3559,False,False
9game.cn,False,False,False,False,False,False,25384,False,False
9hentai.to,True,False,False,False,False,False,318626,False,False
9jaflaver.com,True,False,False,False,False,False,74149,False,False
9jarocks.com,True,False,False,False,False,False,607264,False,False
9jarocks.net,True,False,False,False,False,False,23196,False,False
9monate.de,False,False,False,False,False,False,325123,True,False
9xbuddy.com,False,False,False,False,False,False,127275,False,False
9xbuddy.in,False,False,False,False,False,False,429934,False,False
a-ads.com,True,False,False,False,False,False,3043,False,False
a-golf.net,True,False,True,False,True,False,675051,False,False
a-ha.io,True,False,True,False,True,False,68843,False,False
a-mo.net,False,False,False,False,False,False,727,False,False
a-q-f.com,True,True,True,False,True,False,63803,False,False
a-z-animals.com,True,False,False,False,False,False,31203,False,False
a1.bg,False,False,False,False,False,False,39024,False,False
a1.net,True,False,False,False,False,False,10464,False,False
a101.com.tr,False,False,False,False,False,False,20764,False,False
a23.com,True,True,False,True,True,True,70660,False,False
a2zapk.io,True,False,False,False,False,False,65203,False,False
aa-intergroup.org,True,False,False,False,False,False,258103,True,False
aa.com,True,True,False,False,False,False,2614,False,False
aa.org,False,False,False,False,False,False,22890,True,False
aa.org.au,True,False,False,False,False,False,553477,True,False
aaa.com,True,False,False,False,False,False,4088,False,False
aaaai.org,True,False,False,False,False,False,30193,True,False
aacap.org,True,False,False,False,False,False,29033,True,False
aacpl.net,True,False,False,False,False,False,366905,False,False
aacr.org,True,True,False,False,False,False,43647,True,False
aacrjournals.org,True,False,False,False,False,False,13049,True,False
aad.org,True,False,False,False,False,False,10462,True,False
aade.gr,True,False,False,False,False,False,8849,False,False
aadl.org,False,False,False,False,False,False,221371,False,False
aadvantageeshopping.com,True,False,False,False,False,False,56164,False,False
aae.org,False,True,False,False,False,False,89777,True,False
aafa.org,True,True,False,False,False,False,33780,True,False
aafp.org,True,True,True,False,True,True,6853,True,False
aagag.com,True,False,False,False,False,False,9226,False,False
aagrapevine.org,True,False,False,False,False,False,324802,True,False
aah.org,False,False,False,False,False,False,53334,True,False
