url,has_gtag,has_meta_pixel,google_form_data_collection,meta_form_data_collection,form_data_collection,meta_form_data_configuration,rank,is_health,is_finance
brewminate.com,True,False,False,False,False,False,292774,False,False
breyerhorses.com,False,False,False,False,False,False,342967,False,False
brght.org,True,False,False,False,False,False,569038,False,False
brgm.fr,False,False,False,False,False,False,60705,False,False
bri.co.id,True,False,False,False,False,False,17522,False,True
brianenos.com,True,False,False,False,False,False,320592,False,False
brickandbatten.com,True,True,False,True,True,True,336787,False,False
brickenligne.com,True,True,True,True,True,True,523664,False,False
brickfanatics.com,True,False,False,False,False,False,79174,False,False
bricklink.com,False,False,False,False,False,False,5939,False,False
brickseek.com,True,False,False,False,False,False,182953,False,False
brickset.com,True,False,False,False,False,False,37578,False,False
bricksmegastore.com,True,True,False,False,False,False,338690,False,False
bricktastic.nl,True,False,False,False,False,False,781742,False,False
brico.be,True,False,False,False,False,False,59067,False,False
bricodepot.fr,True,False,False,False,False,False,9280,False,False
bricodepot.ro,True,False,False,False,False,False,77438,False,False
bricoleurdudimanche.com,True,False,False,False,False,False,396184,False,False
bricoman.fr,True,False,True,False,True,False,68939,False,False
bricoprive.com,False,False,False,False,False,False,169830,False,False
bricozone.be,True,False,False,False,False,False,408713,False,False
bridalguide.com,True,True,False,False,False,False,87544,False,False
bridallive.com,False,False,False,False,False,False,130157,False,False
bridalmusings.com,True,False,False,False,False,False,434629,False,False
bridebook.com,True,True,True,False,True,False,216225,False,False
brides.com,True,False,False,False,False,False,10096,False,False
bridestory.com,True,False,False,False,False,False,211278,False,False
bridgeathletic.com,True,True,True,True,True,True,241236,False,False
bridgebase.com,True,False,False,False,False,False,14428,False,False
bridgecrest.com,True,False,False,False,False,False,96080,False,True
bridgestone.co.jp,True,False,False,False,False,False,86166,False,False
bridgewebs.com,False,False,False,False,False,False,70220,False,False
bridgewinners.com,True,False,False,False,False,False,350189,False,False
briefly.ru,True,False,False,False,False,False,60704,False,False
brighamandwomens.org,False,False,False,False,False,False,32071,True,False
brighterblooms.com,True,True,False,True,True,True,328085,False,False
brightfocus.org,True,True,True,False,True,False,215571,True,False
brightlocal.com,True,True,True,False,True,True,22702,False,False
brightmls.com,True,False,False,False,False,False,33494,False,False
brightnetwork.co.uk,True,False,False,False,False,False,134027,False,False
brightnow.com,True,False,False,False,False,False,713307,True,False
brighton.com,True,True,False,True,True,True,76920,False,False
brightonresort.com,True,True,False,True,True,True,623513,False,False
brightpay.cloud,False,False,False,False,False,False,122471,False,True
brightsideofthesun.com,True,True,False,True,True,True,114347,False,False
brightspace.com,True,True,False,True,True,True,3304,False,False
brightstarcare.com,True,True,False,False,False,False,108581,True,False
brightviewseniorliving.com,True,True,False,False,False,False,648321,True,False
brightvpn.com,True,True,False,True,True,True,23277,False,False
brigitte.de,False,False,False,False,False,False,14797,False,False
briliofood.net,True,False,False,False,False,False,126884,False,False
brill.com,True,False,False,False,False,False,13976,False,False
brilliant.org,True,False,False,False,False,False,28161,False,False
brilliantearth.com,True,True,True,False,True,True,22472,False,False
brillux.de,False,False,False,False,False,False,229492,False,False
bringatrailer.com,True,False,False,False,False,False,12499,False,False
briohr.com,True,True,True,True,True,True,751753,False,False
brisant.de,False,False,False,False,False,False,67831,False,False
briscoes.co.nz,True,True,False,True,True,True,54868,False,False
briskoda.net,False,False,False,False,False,False,293638,False,False
bristolwest.com,True,False,False,False,False,False,59954,False,True
bristowgroup.com,False,False,False,False,False,False,531555,False,False
britannica.com,True,True,False,True,True,True,621,False,False
britax.com,True,False,False,False,False,False,356322,False,False
british-history.ac.uk,True,False,False,False,False,False,65931,False,False
britishairways.com,False,False,False,False,False,False,5042,False,False
britishbattles.com,True,False,False,False,False,False,631730,False,False
britishcouncil.org,True,False,False,False,False,False,4728,False,False
britishcycling.org.uk,False,False,False,False,False,False,80287,False,False
britishgas.co.uk,True,False,False,False,False,False,27331,False,False
britishheritage.com,True,True,False,True,True,True,537840,False,False
britishhorseracing.com,True,False,False,False,False,False,326613,False,False
britishlegion.org.uk,True,False,False,False,False,False,60665,False,False
britishlistedbuildings.co.uk,True,False,False,False,False,False,274071,False,False
britishmuseum.org,False,False,False,False,False,False,6468,False,False
britishrowing.org,True,True,False,False,False,False,410735,False,False
britishseafishing.co.uk,True,False,False,False,False,False,896562,False,False
britmodeller.com,False,False,False,False,False,False,145307,False,False
brk.de,False,False,False,False,False,False,193378,False,False
brnw.ch,False,True,False,True,True,True,320160,False,False
broadcom.com,True,False,False,False,False,False,2248,False,False
broadinstitute.org,True,False,False,False,False,False,33993,False,False
broadway.com,True,True,True,True,True,True,22853,False,False
broadwaydirect.com,True,True,False,True,True,True,169397,False,False
broadwayinchicago.com,True,True,False,True,True,True,172640,False,False
broadwayworld.com,True,False,False,False,False,False,11220,False,False
brobizz.com,False,False,False,False,False,False,319408,False,False
brocabrac.fr,True,False,False,False,False,False,12838,False,False
brocard.ua,False,False,False,False,False,False,116801,False,False
brocardi.it,True,False,False,False,False,False,21597,False,False
brokebankvegan.com,True,False,False,False,False,False,707481,False,False
broloker.com,True,False,False,False,False,False,781833,False,False
bromarkt.pl,True,True,False,False,False,False,614088,False,False
brompton.com,True,True,False,True,True,True,120409,False,False
bronk.club,False,False,False,False,False,False,259402,False,False
bronnitsy.com,True,False,False,False,False,False,137205,False,False
bronxzoo.com,True,True,False,True,True,True,99868,False,False
brookdale.com,True,True,False,False,False,False,108796,True,False
brookings.edu,True,True,False,True,True,True,2920,False,False
brooklynkayakcompany.com,True,True,False,True,True,True,657616,False,False
brooklynmuseum.org,True,True,False,True,True,True,28594,False,False
brooksrunning.com,True,True,False,True,True,True,29088,False,False
broshura.bg,True,False,False,False,False,False,172100,False,False
broshurko.bg,True,True,False,False,False,False,114779,False,False
brother.co.jp,True,True,False,False,False,False,19624,False,False
brother.com,True,False,True,False,True,False,7377,False,False
brou.com.uy,True,False,False,False,False,False,46213,False,False
brouter.de,False,False,False,False,False,False,629121,False,False
brown.edu,True,True,False,False,False,False,3675,False,False
brownbearsw.com,False,False,False,False,False,False,228409,False,False
brownells.com,True,True,False,True,True,True,30248,False,False
brownfuneralhomeswv.com,True,False,False,False,False,False,624467,False,False
browning.com,True,False,False,False,False,False,140623,False,False
browsak.com,False,False,False,False,False,False,620954,False,False
browserleaks.com,False,False,False,False,False,False,130437,False,False
browzine.com,False,False,False,False,False,False,300256,False,False
brp.com,True,False,False,False,False,False,25738,False,False
brsgolf.com,True,False,False,False,False,False,56655,False,False
brt.it,False,False,False,False,False,False,55012,False,False
brugman.nl,True,False,False,False,False,False,202707,False,False
brujulabike.com,False,False,False,False,False,False,401222,False,False
bruker.com,False,False,False,False,False,False,46306,False,False
bruneau.fr,True,False,False,False,False,False,216027,False,False
brunswick.com,True,True,False,False,False,False,112689,False,False
brusselsairlines.com,True,False,False,False,False,False,22403,False,False
brutto-netto-rechner.info,True,False,False,False,False,False,67153,False,True
bruun-rasmussen.dk,True,True,False,False,False,False,217293,False,False
brw.pl,True,False,False,False,False,False,57610,False,False
bryair.com,True,True,True,True,True,True,637818,False,False
bryk.pl,True,False,True,False,True,False,78369,False,False
brzytwa.com,True,True,False,False,False,True,781905,False,False
bs-golf.com,True,True,False,True,True,True,894545,False,False
bsc-eoc.org,True,False,False,False,False,False,201435,False,False
bscnursing2022.com,False,False,False,False,False,False,942597,False,False
bscscan.com,True,False,False,False,False,False,10224,False,True
bscycle.co.jp,True,True,False,True,True,True,159549,False,False
bsebinteredu.in,False,False,False,False,False,False,677315,False,False
bseducativo.com,True,False,False,False,False,False,86883,False,False
bseindia.com,True,False,False,False,False,False,6757,False,True
bsesdelhi.com,True,False,False,False,False,False,80988,False,False
bsgindia.org,False,False,False,False,False,False,781936,False,False
bsh-group.com,False,False,False,False,False,False,23685,False,False
bsl.nl,True,False,False,False,False,False,349749,False,False
bsmart.it,True,False,False,False,False,False,387946,False,False
bsnl.co.in,True,False,False,False,False,False,71824,False,False
bsp-auto.com,False,False,False,False,False,False,143118,False,False
bstatic.com,True,False,False,False,False,False,3485,False,False
bstock.com,True,True,False,False,False,False,49741,False,False
bswhealth.com,False,False,False,False,False,False,39349,True,False
bswift.com,True,False,False,False,False,False,37519,False,True
bswliquor.com,True,True,True,True,True,True,482655,False,False
bt.com,False,False,False,False,False,False,2594,False,False
bt4gprx.com,True,False,False,False,False,False,59358,False,False
btbtt12.com,True,False,False,False,False,False,161458,False,False
btcfree.win,False,False,False,False,False,False,64271,False,False
btdig.com,False,False,False,False,False,False,35621,False,False
bteupexam.in,False,False,False,False,False,False,781981,False,False
btnull.org,False,False,False,False,False,False,261540,False,False
bto.org,True,False,False,False,False,False,100425,False,False
btod.com,True,True,False,True,True,True,368504,False,False
btolat.com,True,False,False,False,False,False,46163,False,False
btrans.by,False,False,False,False,False,False,85939,False,False
btrl.ro,False,False,False,False,False,False,78406,False,True
btse.com,False,False,False,False,False,False,60316,False,True
btsow.motorcycles,True,False,False,False,False,False,55399,False,False
bttn.io,True,False,False,False,False,False,35519,False,False
btu.org.ua,True,True,False,False,False,False,356161,False,False
btv.de,True,False,False,False,False,False,237260,False,False
bu.edu,True,False,False,False,False,False,2703,False,False
bubbleshooter.net,True,False,False,False,False,False,93732,False,False
bubilet.com.tr,True,True,True,True,True,True,69194,False,False
bucataras.ro,True,True,False,True,True,True,69032,False,False
buccaneers.com,True,True,False,True,True,True,55053,False,False
buceplant.com,True,True,False,True,True,True,395485,False,False
buchbinder.de,True,False,False,False,False,False,694075,False,False
bucherer.com,False,False,False,False,False,False,188624,False,False
buchmesse.de,False,False,False,False,False,False,67193,False,False
buchstaben.com,True,True,False,False,False,False,9501,False,False
buckaroo.nl,True,False,False,False,False,False,117527,False,True
buckknives.com,True,False,False,False,False,False,198553,False,False
buckleguy.com,True,True,False,False,False,True,462260,False,False
bucks.com,True,True,False,False,False,False,429297,False,False
buckys5thquarter.com,True,True,False,True,True,True,208769,False,False
budaya-indonesia.org,False,False,False,False,False,False,782037,False,False
budbee.com,False,False,False,False,False,False,294057,False,False
buddyloan.com,True,True,False,False,False,False,72242,False,True
budenheld.de,False,False,False,False,False,False,782049,False,False
budget.ca,True,True,False,True,True,True,361805,False,False
budget.co.nz,True,True,True,False,True,False,526829,False,False
budget.co.uk,True,False,False,False,False,False,488031,False,False
budget.com,True,False,True,False,True,False,19953,False,False
budget.com.au,True,True,True,False,True,False,180859,False,False
budget.com.tr,True,False,False,False,False,False,252726,False,False
budgetbytes.com,True,True,False,True,True,True,29417,False,False
budgetdirect.com.au,True,True,False,False,False,False,99110,False,True
budgetdumpster.com,True,False,False,False,False,False,189333,False,False
budgetpetproducts.com.au,True,True,False,True,True,True,299153,False,False
budgetrentacar.co.jp,True,True,False,False,False,False,477052,False,False
budgetthuis.nl,True,False,False,False,False,False,237934,False,False
budgettrucks.com.au,True,True,True,False,True,False,484771,False,False
budgetvanlines.com,True,False,False,False,False,False,346393,False,False
budizzz.com,True,True,False,True,True,True,782057,True,False
budk.com,True,True,False,True,True,True,119216,False,False
budlight.com,False,False,False,False,False,False,176970,False,False
budsgunshop.com,True,False,False,False,False,False,48258,False,False
budu5.com,True,False,False,False,False,False,129213,False,False
budujemydom.pl,True,True,False,False,False,True,333161,False,False
budweiser.com,False,False,False,False,False,False,82531,False,False
budzdorov.ru,False,False,False,False,False,False,65633,True,False
buecher.de,False,False,False,False,False,False,29348,False,False
buehnen-graz.com,False,False,False,False,False,False,532347,False,False
buencoco.es,True,False,False,False,False,False,641204,True,False
bueromarkt-ag.de,True,False,False,False,False,False,39605,False,False
bueroshop24.de,False,False,False,False,False,False,200901,False,False
buff.ly,True,False,False,False,False,False,17172,False,False
buffalo.edu,True,True,False,False,False,False,5157,False,False
buffalo.jp,True,True,False,True,True,True,15832,False,False
buffalobills.com,False,False,False,False,False,False,53177,False,False
buffaloes.co.jp,True,True,False,False,False,False,74543,False,False
buffalorumblings.com,True,True,False,True,True,True,99530,False,False
buffalotracedistillery.com,True,True,False,True,True,True,197931,False,False
buffalowdown.com,True,True,False,True,True,True,455617,False,False
buffalowildwings.com,True,False,False,False,False,False,20199,False,False
buffetti.it,True,False,False,False,False,False,301481,False,False
buffstream.io,False,False,False,False,False,False,201519,False,False
buffstreams.ai,True,False,False,False,False,False,201247,False,False
buffstreams.app,True,False,False,False,False,False,156813,False,False
buffstreams.sx,False,False,False,False,False,False,700441,False,False
bug.hr,True,False,False,False,False,False,125708,False,False
bugaga.ru,False,False,False,False,False,False,254529,False,False
bugatti.com,False,False,False,False,False,False,55980,False,False
bugcrowd.com,True,True,True,False,True,True,28722,False,False
bugguide.net,False,False,False,False,False,False,46048,False,False
bugutv.org,False,False,False,False,False,False,490536,False,False
buhexpert8.ru,True,False,True,False,True,False,276476,False,True
buhgalteria.ru,True,False,False,False,False,False,96404,False,True
buhguru.com,False,False,False,False,False,False,378071,False,True
buhonline.ru,True,False,False,False,False,False,116058,False,True
buhplatforma.com.ua,True,True,False,False,False,False,541152,False,True
buienalarm.nl,False,False,False,False,False,False,31376,False,False
buienradar.nl,True,False,False,False,False,False,2213,False,False
build.com,True,True,False,True,True,True,28420,False,False
buildabear.co.uk,False,False,False,False,False,False,69030,False,False
buildabear.com,False,False,False,False,False,False,34111,False,False
buildee.jp,True,False,False,False,False,False,338693,False,False
builders.co.za,True,True,False,True,True,True,50986,False,False
buildertrend.net,False,False,False,False,False,False,36920,False,False
building.co.uk,True,True,False,False,False,False,121354,False,False
buildingclub.info,True,False,False,False,False,False,705984,False,False
buildingconnected.com,True,True,False,True,True,True,38688,False,False
buildingconservation.com,False,False,False,False,False,False,768743,False,False
buildinglink.com,True,True,False,False,False,False,31055,False,True
buildingsofireland.ie,False,False,False,False,False,False,673105,False,False
buildnext.in,True,True,True,True,True,True,508997,False,False
buildofy.com,True,False,False,False,False,False,614099,False,False
builtin.com,True,False,False,False,False,False,13002,False,False
builtinchicago.org,True,False,False,False,False,False,190125,False,False
builtwithscience.com,True,True,False,False,False,False,275305,True,False
buk.mx,True,True,True,True,True,True,421234,False,False
bukalapak.com,True,True,False,True,True,True,10669,False,False
bukatsuganba.com,True,False,False,False,False,False,687092,False,False
bukatsunavi.com,True,False,False,False,False,False,782102,False,False
bukefalos.se,True,False,False,False,False,False,201034,False,False
bukischool.com.ua,True,True,False,False,False,False,604159,False,False
buklib.net,True,False,False,False,False,False,754089,False,False
bukovel.com,True,True,True,True,True,True,472707,False,False
bukowskis.com,False,False,False,False,False,False,249389,False,False
bulbagarden.net,True,False,False,False,False,False,7168,False,False
bulgari.com,False,False,False,False,False,False,26431,False,False
bulgarianmilitary.com,True,False,True,False,True,False,225297,False,False
bulk.com,True,False,False,False,False,False,40123,True,False
bulkammo.com,True,False,False,False,False,False,222604,False,False
bulkcheapammo.com,True,False,False,False,False,False,419923,False,False
bulknutrients.com.au,True,False,False,False,False,False,369488,True,False
bulkreefsupply.com,True,True,True,True,True,True,67205,False,False
bullchat.com,False,False,False,False,False,False,73872,False,False
bulletproofzone.com,True,True,False,True,True,True,301985,False,False
bullionbypost.eu,True,False,True,False,True,False,425069,False,False
bullionbypost.fr,True,False,True,False,True,False,606891,False,False
bullionexchanges.com,False,False,False,False,False,False,161261,False,False
bullionnow.com.au,True,False,False,False,False,False,782135,False,False
bullionsharks.com,True,False,False,False,False,False,371030,False,False
bullmarketbrokers.com,True,False,False,False,False,False,66629,False,True
bulova.com,True,True,False,True,True,True,258530,False,False
bulurum.com,True,True,False,False,False,False,78684,False,True
bumble.com,True,True,True,False,True,False,2113,False,False
bumper.com,True,False,False,False,False,False,43274,False,False
bumsandroses.com,True,True,False,True,True,True,337382,False,False
bunches.co.uk,True,True,False,True,True,True,277256,False,False
bund-naturschutz.de,False,False,False,False,False,False,235510,False,False
bund.de,False,False,False,False,False,False,2050,False,False
bund.net,False,False,False,False,False,False,42974,False,False
bunddler.com,True,True,False,False,False,False,446401,False,False
bundesfinanzministerium.de,False,False,False,False,False,False,19959,False,False
bundesheer.at,False,False,False,False,False,False,256503,False,False
bundesliga.com,False,False,False,False,False,False,24229,False,False
bundeswehr.de,False,False,False,False,False,False,33443,False,False
bundle.app,True,False,False,False,False,False,126810,False,False
bundleofholding.com,False,False,False,False,False,False,700323,False,False
bunglyboo.ru,True,False,False,False,False,False,128803,False,False
bunjang.co.kr,True,True,False,True,True,True,45340,False,False
bunka.go.jp,False,False,False,False,False,False,38120,False,False
bunkered.co.uk,False,False,False,False,False,False,135871,False,False
bunkrr.su,False,False,False,False,False,False,39099,False,False
bunnyann.com,True,False,False,False,False,False,196569,False,False
bunnycart.com,True,True,True,True,True,True,782171,False,False
bunnylady.com,True,False,False,False,False,False,607154,False,False
bunshun.jp,True,True,False,False,False,False,6704,False,False
buonissimo.it,True,False,False,False,False,False,167329,False,False
buoyhealth.com,True,False,False,False,False,False,55117,True,False
buoyweather.com,True,True,True,True,True,True,234918,False,False
bupl.dk,False,False,False,False,False,False,418167,True,False
burblesoft.com,False,False,False,False,False,False,266718,False,False
burdastyle.de,False,False,False,False,False,False,334662,False,False
burdastyle.ua,True,False,False,False,False,False,723860,False,False
bureau-vallee.fr,False,False,False,False,False,False,67835,False,False
burg-eltz.de,True,False,False,False,False,False,542373,False,False
burgerking.co.jp,False,False,False,False,False,False,219496,False,False
burgerking.com.br,True,True,True,True,True,True,61044,False,False
burgerkingrus.ru,True,False,False,False,False,False,60727,False,False
burgerkinguniversity.com,False,False,False,False,False,False,314063,False,False
burgerprofiel.be,False,False,False,False,False,False,131169,False,False
burjkhalifa.ae,True,False,False,False,False,False,65194,False,False
burlington.com,True,False,False,False,False,False,61244,False,False
burlingtonbooks.com,False,False,False,False,False,False,685395,False,False
burnair.cloud,False,False,False,False,False,False,550590,False,False
burnham-on-sea.com,True,False,False,False,False,False,410509,False,False
burnsco.co.nz,True,True,False,True,True,True,582747,False,False
burrow.com,True,True,True,True,True,True,127567,False,False
burusoku-vip.com,True,True,False,False,False,False,295302,False,False
bus-vision.jp,False,False,False,False,False,False,84594,False,False
busbud.com,True,False,False,False,False,False,12359,False,False
buscadordizerodireito.com.br,False,False,False,False,False,False,176204,False,False
buscalibre.cl,True,True,False,True,True,True,74107,False,False
buscapalabra.com,True,False,False,False,False,False,392094,False,False
buscapalabras.com.ar,True,False,False,False,False,False,182510,False,False
buscape.com.br,True,False,False,False,False,False,18795,False,False
buscatch.net,True,False,False,False,False,False,73594,False,False
buschgardens.com,True,True,False,True,True,True,31313,False,False
buschvacuum.com,True,False,False,False,False,False,336415,False,False
buser.com.br,True,True,False,True,True,True,61090,False,False
busfor.ru,True,False,False,False,False,False,349992,False,False
busfor.ua,True,True,False,False,False,False,79237,False,False
bushikaku.net,True,True,False,False,False,False,71079,False,False
bushnellgolf.com,True,True,True,True,True,True,238810,False,False
bushoojapan.com,True,False,False,False,False,False,177530,False,False
busindia.com,True,True,False,False,False,False,782247,False,False
business-gazeta.ru,True,False,False,False,False,False,24596,False,True
business-guide.com.ua,True,False,False,False,False,False,332636,False,False
business-mail.jp,True,False,False,False,False,False,725432,False,False
business-standard.com,True,True,False,True,True,True,3679,False,True
business-textbooks.com,True,False,False,False,False,False,501814,False,False
business.ru,True,False,False,False,False,False,55841,False,False
business.site,True,False,False,False,False,False,846,False,False
businessballs.com,True,False,False,False,False,False,79599,False,False
businessesforsale.com,True,True,True,True,True,True,99784,False,False
businessinsider.com,True,True,True,False,True,False,341,False,False
businessinsider.com.pl,True,False,False,False,False,False,7365,False,False
businessinsider.de,False,False,False,False,False,False,11110,False,True
businessinsider.in,True,False,False,False,False,False,10041,False,True
businessnewsdaily.com,True,True,False,True,True,True,7086,False,False
businesstimes.com.sg,True,True,False,True,True,True,15716,False,True
businesstoday.in,True,False,False,False,False,False,4988,False,True
businesswire.com,True,False,True,False,True,False,975,False,True
businessyab.com,True,False,False,False,False,False,258476,False,False
businessyield.com,True,False,False,False,False,False,688207,False,False
busliniensuche.de,False,False,False,False,False,False,582386,False,False
busqueseujob.com,True,False,False,False,False,False,687709,False,False
bustingbrackets.com,True,True,False,True,True,True,449373,False,False
bustler.net,True,False,False,False,False,False,586638,False,False
bustygirls4u.com,False,False,False,False,False,False,965500,False,False
busytoddler.com,True,False,False,False,False,False,269979,False,False
but.fr,False,False,False,False,False,False,8471,False,False
butantan.gov.br,True,False,False,False,False,False,208681,False,False
butb.by,True,True,False,True,True,True,132614,False,False
butcherbox.com,True,True,False,True,True,True,69765,False,False
butfootballclub.fr,True,False,False,False,False,False,130541,False,False
butlersbingo.com,True,True,False,True,True,True,447190,False,False
butlins.com,True,False,False,False,False,False,65032,False,False
butsa.ru,False,False,False,False,False,False,196405,False,False
butterfly-conservation.org,True,True,False,False,False,False,113017,False,False
butternutbox.com,True,True,True,False,True,True,200245,False,False
buttkicken.nl,True,False,False,False,False,False,614110,False,False
buyagift.co.uk,True,True,False,False,False,True,100948,False,False
buybakson.com,True,False,True,False,True,False,782336,True,False
buybestgear.com,True,False,False,False,False,False,185087,False,False
buybuybaby.com,True,True,True,True,True,True,49860,False,False
buycycle.com,True,True,False,False,False,True,58812,False,False
buyersguide.org,True,False,False,False,False,False,40211,False,False
buyfordnow.com,True,False,False,False,False,False,56086,False,False
buyma.com,True,True,False,True,True,True,18081,False,False
buyme.co.il,True,True,False,True,True,True,152916,False,False
buysub.com,False,False,False,False,False,False,88577,False,False
buytvinternetphone.com,True,False,False,False,False,False,486952,False,False
buzzarab.com,True,True,False,True,True,True,9640,False,False
buzzbingo.com,True,False,False,False,False,False,67753,False,False
buzzday.info,True,False,False,False,False,False,57166,False,False
buzzfeed.com,True,True,False,True,True,True,523,False,False
buzzfeed.de,False,False,False,False,False,False,66559,False,False
buzzin.live,False,False,False,False,False,False,750756,False,False
buzzsight.co,True,True,False,False,False,False,71930,False,False
buzzsneakers.ba,True,True,False,True,True,True,199130,False,False
buzztests.com,True,True,True,True,True,True,134008,False,False
bv.com.br,True,False,False,False,False,False,33146,False,True
bva-auctions.com,False,False,False,False,False,False,555315,False,False
bvg.de,False,False,False,False,False,False,32514,False,False
bvmsports.com,True,True,False,True,True,True,203521,False,False
bvsalud.org,True,False,False,False,False,False,23123,False,False
bwfbadminton.com,True,False,False,False,False,False,20672,False,False
bwin.co,False,False,False,False,False,False,312185,False,False
bwin.gr,False,False,False,False,False,False,123489,False,False
bws.com.au,True,True,False,False,False,False,147640,False,False
by.me,True,False,False,False,False,False,52568,False,False
bybit.com,True,True,False,False,False,False,2235,False,True
byblueticket.pt,True,False,False,False,False,False,594976,False,False
bycs.de,False,False,False,False,False,False,83305,False,False
byd.com,False,False,False,False,False,False,24219,False,False
bydauto.com.cn,False,False,False,False,False,False,134603,False,False
byduae.ae,True,True,False,True,True,True,708612,False,False
byggahus.se,True,False,False,False,False,False,68855,False,False
bygghemma.se,True,False,False,False,False,False,105078,False,False
byggmakker.no,False,False,False,False,False,False,373000,False,False
byggmax.no,True,False,False,False,False,False,184036,False,False
byggmax.se,True,False,False,False,False,False,66195,False,False
byhealthmeans.com,False,False,False,False,False,False,321629,True,False
byjus.com,True,True,False,False,False,True,1315,False,False
byjusexamprep.com,True,True,False,True,True,True,62057,False,True
byoinnavi.jp,True,False,False,False,False,False,66218,True,False
bypassmobile.com,True,False,False,False,False,False,107053,False,False
byrdie.com,True,False,False,False,False,False,13286,False,False
byrna.com,True,False,True,False,True,False,143038,False,False
bystronic.com,False,False,False,False,False,False,276397,False,False
bytedance.com,False,False,False,False,False,False,3107,False,False
bytesim.com,True,True,False,False,False,True,603779,False,False
bytwork.com,True,False,False,False,False,False,980012,False,False
byu.edu,True,False,False,False,False,False,4452,False,False
byui.edu,True,True,False,True,True,True,40778,False,False
bywatersolutions.com,True,False,False,False,False,False,122100,False,False
bywinona.com,True,True,False,False,False,False,168960,True,False
bzga.de,False,False,False,False,False,False,43207,True,False
bztrauer.de,True,False,False,False,False,False,195736,False,False
c-and-a.com,True,False,False,False,False,False,22368,False,False
c-c-j.com,False,False,False,False,False,False,171382,False,False
c-c-system.com,False,False,False,False,False,False,782468,False,False
c-cafe.ru,False,False,False,False,False,False,748937,False,False
c-canvas.jp,True,False,False,False,False,False,516287,False,False
c-date.de,False,False,False,False,False,False,123083,False,False
c-f-r.ru,False,False,False,False,False,False,782472,False,False
c-map.com,True,False,False,False,False,False,243828,False,False
c-patex.com,True,True,False,False,False,False,304828,False,True
c-ship.jp,True,False,False,False,False,False,209264,False,False
c-sqr.net,True,False,False,False,False,False,78459,False,False
c.ai,True,False,True,False,True,False,98380,False,False
c25k.com,True,False,False,False,False,False,705051,False,False
c27.games,False,False,False,False,False,False,529589,False,False
c40.org,True,False,False,False,False,False,47238,False,False
c4isrnet.com,True,False,False,False,False,False,61474,False,False
caa.go.jp,False,False,False,False,False,False,35022,False,False
caagearup.com,True,False,False,False,False,False,330263,False,False
caas.cn,False,False,False,False,False,False,268755,False,False
caasa.it,True,False,False,False,False,False,583788,False,False
caballoyrodeo.cl,True,False,False,False,False,False,646689,False,False
cabbazar.com,True,False,True,False,True,False,175235,False,False
cabdirect.org,False,False,False,False,False,False,70195,False,False
cabelas.com,True,True,True,False,True,False,14528,False,False
cabidigitallibrary.org,False,False,False,False,False,False,35836,False,False
cabinethealth.com,True,True,True,False,True,False,505925,False,False
cacaushow.com.br,True,True,False,True,True,True,43124,False,False
cacklehatchery.com,True,False,False,False,False,False,283788,False,False
cactus-search.com,True,False,False,False,False,False,444663,False,False
caddeyildiz.com,True,True,True,True,True,True,782546,False,False
cadeaux.com,True,False,False,False,False,False,156557,False,False
cademinhaentrega.com.br,False,False,False,False,False,False,76206,False,False
cadena3.com,True,False,False,False,False,False,47751,False,False
cadenaser.com,False,False,False,False,False,False,5270,False,False
cadenlane.com,True,True,True,False,True,True,88887,False,False
cadernointeligente.com.br,True,True,True,True,True,True,645103,False,False
cadillac.com,True,True,False,False,False,False,23798,False,False
cadillacforums.com,True,False,False,False,False,False,233273,False,False
cadmapper.com,False,False,False,False,False,False,460168,False,False
cadryskitchen.com,True,False,False,False,False,False,926220,False,False
cae.com,False,False,False,False,False,False,27953,False,False
caesars.com,True,True,False,True,True,True,9848,False,False
caesarsgames.com,True,True,False,False,False,True,82366,False,False
caf.fr,False,False,False,False,False,False,6528,False,True
cafe-athome.com,True,False,False,False,False,False,510372,False,False
cafe24.com,True,True,True,True,True,True,4029,False,False
cafeastrology.com,False,False,False,False,False,False,36935,False,False
cafedelites.com,True,False,False,False,False,False,36901,False,False
cafef.vn,True,False,False,False,False,False,7337,False,True
cafelagu.me,False,False,False,False,False,False,402291,False,False
caferacerwebshop.com,True,False,False,False,False,False,436916,False,False
cafeyn.co,False,False,False,False,False,False,123537,False,False
caffeineinformer.com,True,False,False,False,False,False,96176,False,False
cafonline.org,False,False,False,False,False,False,46647,False,False
cagesideseats.com,True,True,False,True,True,True,34856,False,False
cagreatamerica.com,True,True,False,True,True,True,280671,False,False
cahier-de-prepa.fr,False,False,False,False,False,False,198634,False,False
cai.it,False,False,False,False,False,False,288627,False,False
cainiao.com,False,False,False,False,False,False,17665,False,False
cainz.com,True,True,False,False,False,False,21063,False,False
cairn.info,False,False,False,False,False,False,13135,False,False
caisse-epargne.fr,False,False,False,False,False,False,24846,False,True
caixa.gov.br,True,False,True,False,True,False,985,False,True
caixabank.es,True,False,False,False,False,False,10881,False,True
caixaforum.org,True,False,False,False,False,False,270448,False,False
cake.jp,True,True,False,True,True,True,262292,False,False
cakebox.com,True,False,False,False,False,False,178894,False,False
caknowledge.com,True,False,False,False,False,False,230334,False,True
calameo.com,True,False,False,False,False,False,3154,False,False
calameo.download,True,False,False,False,False,False,782642,False,False
calcalist.co.il,True,True,False,False,False,True,28894,False,True
calcioatalanta.it,True,True,False,False,False,False,254933,False,False
