url,status,validation type
hef.co.ke,TRUE,no detected Google Tag installation
playstationtrophies.org,FALSE,no detected Google Tag installation
juzaphoto.com,TRUE,no detected Google Tag installation
loescher.it,TRUE,no detected Google Tag installation
benefitsolver.com,TRUE,no detected Google Tag installation
modrinth.com,TRUE,no detected Google Tag installation
autism.org.uk,TRUE,no detected Google Tag installation
5element.by,TRUE,no detected Google Tag installation
hansebubeforum.de,TRUE,no detected Google Tag installation
foli.fi,TRUE,no detected Google Tag installation
slyflourish.com,TRUE,no detected Google Tag installation
prixdubaril.com,FALSE,no detected Google Tag installation
wikipedia.org,TRUE,no detected Google Tag installation
beltz.de,TRUE,no detected Google Tag installation
pathfinderwiki.com,TRUE,no detected Google Tag installation
airtattoo.com,TRUE,no detected Google Tag installation
postexpress.rs,TRUE,no detected Google Tag installation
post.at,TRUE,no detected Google Tag installation
zurbrueggen.de,TRUE,no detected Google Tag installation
mileroticos.com,FALSE,no detected Google Tag installation
onlinestreet.de,TRUE,no detected Google Tag installation
mp.pl,FALSE,no detected Google Tag installation
mp3sos.cc,TRUE,no detected Google Tag installation
socialberita.com,TRUE,no detected Google Tag installation
kinogo.biz,TRUE,no detected Google Tag installation
chemer.ru,TRUE,no detected Google Tag installation
nightjet.com,TRUE,no detected Google Tag installation
cahier-de-prepa.fr,TRUE,no detected Google Tag installation
superauto.pl,TRUE,no detected Google Tag installation
parcasterix.fr,TRUE,no detected Google Tag installation
ui.dev,TRUE,no detected Google Tag installation
sanctioned-suicide.net,TRUE,no detected Google Tag installation
vogue.it,TRUE,no detected Google Tag installation
comicabc.com,TRUE,no detected Google Tag installation
twitter.com,TRUE,no detected Google Tag installation
lycamobile.co.uk,TRUE,no detected Google Tag installation
tlabs.ac.za,TRUE,no detected Google Tag installation
friluftsland.dk,TRUE,no detected Google Tag installation
mtlnation.com,error loading,no detected Google Tag installation
saiki.jp,TRUE,no detected Google Tag installation
coinmarketcap.com,TRUE,no detected Google Tag installation
hoophaap.com,error loading,no detected Google Tag installation
eservice-drv.de,error loading,no detected Google Tag installation
pdsa.org.uk,TRUE,no detected Google Tag installation
g-mark.org,TRUE,no detected Google Tag installation
mittdfs.no,TRUE,no detected Google Tag installation
perplexity.ai,TRUE,no detected Google Tag installation
wisokykulas.bid,error loading,no detected Google Tag installation
epublibre.org,TRUE,no detected Google Tag installation
bfz.de,TRUE,no detected Google Tag installation
stanleystella.com,TRUE,no detected Google Tag installation
ai-novel.com,TRUE,no detected Google Tag installation
uhaul.net,TRUE,no detected Google Tag installation
coinspot.com.au,TRUE,no detected Google Tag installation
lrasbk.de,TRUE,no detected Google Tag installation
stepstone.de,TRUE,no detected Google Tag installation
hagerty.com,FALSE,no detected Google Tag installation
carrefour.fr,TRUE,no detected Google Tag installation
livenation.it,FALSE,no detected Google Tag installation
vetinfo.it,TRUE,no detected Google Tag installation
tut-audiokniga.com,TRUE,no detected Google Tag installation
denplan.co.uk,error loading,no detected Google Tag installation
seriouslyfish.com,FALSE,no detected Google Tag installation
fhi.no,TRUE,no detected Google Tag installation
trapperman.com,TRUE,no detected Google Tag installation
conicyt.cl,TRUE,no detected Google Tag installation
gamalanding.com,TRUE,no detected Google Tag installation
astronews.com,TRUE,no detected Google Tag installation
jacionline.org,TRUE,no detected Google Tag installation
atenderbem.com,error loading,no detected Google Tag installation
doctolib.it,TRUE,no detected Google Tag installation
severstal.com,TRUE,no detected Google Tag installation
bikeleasing.de,TRUE,no detected Google Tag installation
classinform.ru,TRUE,no detected Google Tag installation
centrepointstores.com,FALSE,no detected Google Tag installation
irctcipay.com,error loading,no detected Google Tag installation
funnyjunk.com,TRUE,no detected Google Tag installation
proticketing.com,TRUE,no detected Google Tag installation
snaptubear.com,TRUE,no detected Google Tag installation
nubest.com,FALSE,no detected Google Tag installation
myguestaccount.com,error loading,no detected Google Tag installation
telepass.com,TRUE,no detected Google Tag installation
xcas.ru,FALSE,no detected Google Tag installation
myna.go.jp,TRUE,no detected Google Tag installation
abc.es,TRUE,no detected Google Tag installation
libvio.fun,TRUE,no detected Google Tag installation
newgrounds.com,TRUE,no detected Google Tag installation
pirlotv.fr,TRUE,no detected Google Tag installation
gda.pl,TRUE,no detected Google Tag installation
hh.ru,TRUE,no detected Google Tag installation
medico.com.bd,TRUE,no detected Google Tag installation
cop.es,TRUE,no detected Google Tag installation
coinflation.com,TRUE,no detected Google Tag installation
costco.ca,TRUE,no detected Google Tag installation
trix.de,TRUE,no detected Google Tag installation
fkrt.it,TRUE,no detected Google Tag installation
atomicarchive.com,TRUE,no detected Google Tag installation
micropower.com.au,error loading,no detected Google Tag installation
treatspot.com,TRUE,no detected Google Tag installation
sirap.fr,TRUE,no detected Google Tag installation
willys.se,TRUE,no detected Google Tag installation
vine.co,TRUE,no detected Google Tag installation
boras.se,TRUE,no detected Google Tag installation
arkema.com,TRUE,no detected Google Tag installation
24tr.ru,FALSE,no detected Google Tag installation
watchcrunch.com,TRUE,no detected Google Tag installation
mr-bricolage.fr,FALSE,no detected Google Tag installation
alliance-healthcare.co.uk,TRUE,no detected Google Tag installation
beyondcheap.com,TRUE,no detected Google Tag installation
trivago.co.uk,TRUE,no detected Google Tag installation
ircouncil.it,TRUE,no detected Google Tag installation
kalix.club,error loading,no detected Google Tag installation
limetorrent.xyz,error loading,no detected Google Tag installation
sumo.or.jp,TRUE,no detected Google Tag installation
loveholidays.com,TRUE,no detected Google Tag installation
klartext-nahrungsergaenzung.de,TRUE,no detected Google Tag installation
stroilioro.com,TRUE,no detected Google Tag installation
wlb-stuttgart.de,TRUE,no detected Google Tag installation
asuracomics.com,TRUE,no detected Google Tag installation
fantavolando.it,TRUE,no detected Google Tag installation
ecosia.org,TRUE,no detected Google Tag installation
lanzouv.com,TRUE,no detected Google Tag installation
288sb.com,TRUE,no detected Google Tag installation
jazztel.com,TRUE,no detected Google Tag installation
yahoomail.com,TRUE,no detected Google Tag installation
wielerrevue.nl,TRUE,no detected Google Tag installation
sinsay.com,TRUE,no detected Google Tag installation
lotto-italia.it,TRUE,no detected Google Tag installation
skolverket.se,TRUE,no detected Google Tag installation
e-liquids.uk,TRUE,no detected Google Tag installation
weathercn.com,TRUE,no detected Google Tag installation
tworld.co.kr,TRUE,no detected Google Tag installation
jcyl.es,TRUE,no detected Google Tag installation
umziehen.de,TRUE,no detected Google Tag installation
bogazici.edu.tr,TRUE,no detected Google Tag installation
zalando-prive.it,TRUE,no detected Google Tag installation
byd.com,TRUE,no detected Google Tag installation
servier.com,TRUE,no detected Google Tag installation
olx.pl,TRUE,no detected Google Tag installation
vodafone.co.uk,TRUE,no detected Google Tag installation
researchmap.jp,TRUE,no detected Google Tag installation
ipgp.fr,TRUE,no detected Google Tag installation
voici.fr,TRUE,no detected Google Tag installation
lionair.co.id,TRUE,no detected Google Tag installation
g-central.com,TRUE,no detected Google Tag installation
starrag.com,TRUE,no detected Google Tag installation
tdiclub.com,TRUE,no detected Google Tag installation
worldpay.com,FALSE,no detected Google Tag installation
cnnp.com.cn,error loading,no detected Google Tag installation
zbw.eu,TRUE,no detected Google Tag installation
noch.de,TRUE,no detected Google Tag installation
loterie-nationale.be,TRUE,no detected Google Tag installation
streamcheck.link,error loading,no detected Google Tag installation
mattle.online,TRUE,no detected Google Tag installation
ticketmaster.nl,FALSE,no detected Google Tag installation
filmstarts.de,TRUE,no detected Google Tag installation
ivprf.ru,error loading,no detected Google Tag installation
dr.dk,TRUE,no detected Google Tag installation
mybusinesscourse.com,TRUE,no detected Google Tag installation
stparts.ru,error loading,no detected Google Tag installation
saudia.com,TRUE,no detected Google Tag installation
boursorama.com,TRUE,no detected Google Tag installation
selbst.de,TRUE,no detected Google Tag installation
discounthero.org,TRUE,no detected Google Tag installation
transparentclassroom.com,TRUE,no detected Google Tag installation
biogena.com,TRUE,no detected Google Tag installation
mojo.nl,FALSE,no detected Google Tag installation
filetender.com,TRUE,no detected Google Tag installation
clegc-gckey.gc.ca,TRUE,no detected Google Tag installation
huaweicloud.com,TRUE,no detected Google Tag installation
ourboard.org,TRUE,no detected Google Tag installation
meny.no,TRUE,no detected Google Tag installation
personio.de,TRUE,no detected Google Tag installation
avs.io,TRUE,no detected Google Tag installation
mypoints.com,TRUE,no detected Google Tag installation
gorzdrav.org,TRUE,no detected Google Tag installation
finya.de,TRUE,no detected Google Tag installation
saabgroup.com,TRUE,no detected Google Tag installation
kle.cz,TRUE,no detected Google Tag installation
athleticsmania.com,TRUE,no detected Google Tag installation
mackone.de,TRUE,no detected Google Tag installation
startech.com,TRUE,no detected Google Tag installation
fitx.de,TRUE,no detected Google Tag installation
relate.org.uk,TRUE,no detected Google Tag installation
wl.co,error loading,no detected Google Tag installation
yellowbook.com,TRUE,no detected Google Tag installation
nejm.org,FALSE,no detected Google Tag installation
plantbasedandveganism.com,TRUE,no detected Google Tag installation
perfectgym.pl,TRUE,no detected Google Tag installation
oikotie.fi,TRUE,no detected Google Tag installation
emias.info,error loading,no detected Google Tag installation
poki.com,TRUE,no detected Google Tag installation
nykaa.com,TRUE,no detected Google Tag installation
gps-auctions.com,TRUE,no detected Google Tag installation
viva.nl,FALSE,no detected Google Tag installation
rsa3dsauth.co.uk,error loading,no detected Google Tag installation
mdpi.com,FALSE,no detected Google Tag installation
victorianweb.org,TRUE,no detected Google Tag installation
bbvaopenmind.com,TRUE,no detected Google Tag installation
galaspins.com,TRUE,no detected Google Tag installation
impa.br,TRUE,no detected Google Tag installation
kfc.co.uk,TRUE,no detected Google Tag installation
skoda-auto.cz,TRUE,no detected Google Tag installation
check24.de,TRUE,no detected Google Tag installation
ukvcas.co.uk,TRUE,no detected Google Tag installation
hangseng.com,TRUE,no detected Google Tag installation
pobb.in,TRUE,no detected Google Tag installation
airblue.com,TRUE,no detected Google Tag installation
concursolutions.com,TRUE,no detected Google Tag installation
clicklead.network,TRUE,no detected Google Tag installation
mappadeicognomi.it,TRUE,no detected Google Tag installation
cleverreach.com,TRUE,no detected Google Tag installation
gsis.gr,TRUE,no detected Google Tag installation
eruditor.one,FALSE,no detected Google Tag installation
moving2canada.com,TRUE,no detected Google Tag installation
couriersplease.com.au,FALSE,no detected Google Tag installation
xosominhngoc.com,TRUE,no detected Google Tag installation
scoutingevent.com,TRUE,no detected Google Tag installation
cjis.gov,error loading,no detected Google Tag installation
nsandi.com,TRUE,no detected Google Tag installation
player.pl,TRUE,no detected Google Tag installation
tianqi.com,TRUE,no detected Google Tag installation
hsozkult.de,error loading,no detected Google Tag installation
concert.ua,FALSE,no detected Google Tag installation
anicura.es,TRUE,no detected Google Tag installation
spotair.mobi,TRUE,no detected Google Tag installation
ticketportal.sk,TRUE,no detected Google Tag installation
bestadsrv.com,TRUE,no detected Google Tag installation
equideow.com,TRUE,no detected Google Tag installation
kmcert.com,TRUE,no detected Google Tag installation
boerse.de,TRUE,no detected Google Tag installation
vattenfall.de,TRUE,no detected Google Tag installation
searchatory.com,TRUE,no detected Google Tag installation
vikings.com,TRUE,no detected Google Tag installation
top15moscow.ru,TRUE,no detected Google Tag installation
rajwap.cc,TRUE,no detected Google Tag installation
ddproperty.com,FALSE,no detected Google Tag installation
lyyti.fi,TRUE,no detected Google Tag installation
lordserials.media,TRUE,no detected Google Tag installation
ice.com,TRUE,no detected Google Tag installation
eferrit.com,TRUE,no detected Google Tag installation
provenpixel.com,TRUE,no detected Google Tag installation
talent.com,TRUE,no detected Google Tag installation
vogue.es,TRUE,no detected Google Tag installation
fanqienovel.com,TRUE,no detected Google Tag installation
micasarevista.com,TRUE,no detected Google Tag installation
jatanshah.in,TRUE,no detected Google Tag installation
disneyplus.com,FALSE,no detected Google Tag installation
carelonbehavioralhealth.com,TRUE,no detected Google Tag installation
genealogieonline.nl,TRUE,no detected Google Tag installation
tentame.net,error loading,no detected Google Tag installation
ridertua.com,TRUE,no detected Google Tag installation
tinkercad.com,TRUE,no detected Google Tag installation
zlibrary-asia.se,TRUE,no detected Google Tag installation
rethinkbehavioralhealth.com,TRUE,no detected Google Tag installation
avilacash.com,TRUE,no detected Google Tag installation
networksolutionsemail.com,TRUE,no detected Google Tag installation
eso.org,TRUE,no detected Google Tag installation
unmask.com,TRUE,no detected Google Tag installation
multporn.net,TRUE,no detected Google Tag installation
winamax.es,TRUE,no detected Google Tag installation
huorong.cn,TRUE,no detected Google Tag installation
spicevids.com,TRUE,no detected Google Tag installation
meteo.fr,TRUE,no detected Google Tag installation
hibbett.com,FALSE,no detected Google Tag installation
weglide.org,TRUE,no detected Google Tag installation
vidal.fr,TRUE,no detected Google Tag installation
proxyof.link,error loading,no detected Google Tag installation
greeneking.co.uk,TRUE,no detected Google Tag installation
morebus.co.uk,TRUE,no detected Google Tag installation
fiat.com,TRUE,no detected Google Tag installation
eatbetter.de,TRUE,no detected Google Tag installation
wordsense.eu,TRUE,no detected Google Tag installation
sexemodel.com,TRUE,no detected Google Tag installation
politi.dk,error loading,no detected Google Tag installation
idealo.fr,TRUE,no detected Google Tag installation
auto.ru,TRUE,no detected Google Tag installation
awi.de,TRUE,no detected Google Tag installation
888ladies.com,TRUE,no detected Google Tag installation
catcar.info,TRUE,no detected Google Tag installation
fighthype.com,TRUE,no detected Google Tag installation
prima.com.tr,TRUE,no detected Google Tag installation
sport.pl,TRUE,no detected Google Tag installation
gls-group.com,TRUE,no detected Google Tag installation
expedia.de,TRUE,no detected Google Tag installation
sgcc.com.cn,error loading,no detected Google Tag installation
conacyt.mx,TRUE,no detected Google Tag installation
kpmg.com,TRUE,no detected Google Tag installation
greatwestlife.com,TRUE,no detected Google Tag installation
ncponline.com,TRUE,no detected Google Tag installation
helpster.de,TRUE,no detected Google Tag installation
zennioptical.com,TRUE,no detected Google Tag installation
audiokniga.one,TRUE,no detected Google Tag installation
yoigo.com,TRUE,no detected Google Tag installation
luckystrike.com,TRUE,no detected Google Tag installation
experian.co.uk,TRUE,no detected Google Tag installation
sagepay.com,TRUE,no detected Google Tag installation
b-cdn.net,TRUE,no detected Google Tag installation
fighters.co.jp,TRUE,no detected Google Tag installation
